arm,case_index,scenario,simulation_seed,controller_yaw_deg,has_raw_contact,force_rmse_n,peak_force_n,tangent_rmse_mm,contact_ratio_pct,saturation_pct,orientation_rmse_deg,measurement_rmse_n,seconds_over_35_n,first_raw_contact_time_s
surface_plus5,12,surface_dev_12,11,5.0,True,10.206211686866217,26.99892810476341,12.013944722973504,60.06666666666667,0.0,0.40829782584447954,10.642357080677781,0.0,0.5740000000000001
surface_plus5,13,surface_dev_13,29,5.0,True,10.199259825693142,27.26233394394021,12.009402978902793,60.06666666666667,0.0,0.40858741263636805,10.631541346277471,0.0,0.5740000000000001
surface_plus5,14,surface_dev_14,11,5.0,True,10.288050683003243,26.69547567854953,12.016246264432827,59.73333333333334,0.0,0.40832611063420976,10.72177902098049,0.0,0.5740000000000001
surface_plus5,15,surface_dev_15,29,5.0,True,10.269732325972955,26.17157060207803,12.012304855533483,59.73333333333334,0.0,0.40869993061709786,10.704342433545786,0.0,0.5740000000000001
surface_plus5,16,surface_dev_16,11,20.0,True,11.825319604926559,32.64140586009984,12.074704783581693,53.266666666666666,0.0,0.3797289674315932,12.331788721405086,0.0,0.544
surface_plus5,17,surface_dev_17,29,20.0,True,11.816177513048315,32.66978072045399,12.068689059318897,53.2,0.0,0.3800041350847436,12.32383810582446,0.0,0.544
surface_plus5,18,surface_dev_18,11,20.0,True,11.909848875320469,32.98272216709158,12.07813713746538,52.86666666666666,0.0,0.3797135965570262,12.418773440112561,0.0,0.544
surface_plus5,19,surface_dev_19,29,20.0,True,11.8988440264787,32.3495888048998,12.072472740624818,52.800000000000004,0.0,0.38010874669887496,12.407930971179805,0.0,0.544
surface_plus5,20,surface_dev_20,11,20.0,True,10.125288957332302,26.42468472512483,12.076894353674916,60.4,0.0,0.3795876989879763,10.55895362179497,0.0,0.544
surface_plus5,21,surface_dev_21,29,20.0,True,10.114226707012351,26.522820571018798,12.069350103235578,60.333333333333336,0.0,0.38005411966589353,10.547966543373473,0.0,0.544
surface_plus5,22,surface_dev_22,11,20.0,True,10.202603671650262,26.63653571610187,12.079444944140837,60.0,0.0,0.3797382255021682,10.634390020809432,0.0,0.544
surface_plus5,23,surface_dev_23,29,20.0,True,10.196904979375532,26.762533791252253,12.072515847417925,59.93333333333334,0.0,0.3801593668272938,10.62940952060592,0.0,0.544
