method,training_run_id,policy_sha256,case,scenario_seed,simulation_seed,wall_time_constant_s,wall_sliding_friction,wall_yaw_deg,position_noise_std_m,force_noise_std_n,force_bias_n,measurement_delay_ms,bias_compensation_scale,controller,scenario,force_rmse_n,peak_force_n,tangent_rmse_mm,orientation_rmse_deg,contact_ratio_pct,torque_rms_nm,saturation_pct,controller_p95_us,fallback_count,policy_update_count,torque_context_fallback_count,residual_rms_n,residual_torque_projection_pct,residual_mean_projection_scale,nominal_torque_projection_pct,nominal_mean_projection_scale,nominal_projection_fallback_count,gate_pass,failed_checks
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_25,1867139436221958153,9399747717227457875,0.022544093369065456,0.2354140543323757,-5.6892736720932895,0.000569528807444109,0.6315654152064214,1.3785163541985055,26,1.115370186343243,torque_residual_run_03,blind_25,1.1780544893198435,25.48890872400378,10.964019491851289,4.073875517702821,100.0,25.231859148178597,0.0,552.29295,0,226,0,2.5014641956759975,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_25,1867139436221958153,9399747717227457875,0.022544093369065456,0.2354140543323757,-5.6892736720932895,0.000569528807444109,0.6315654152064214,1.3785163541985055,26,1.115370186343243,torque_residual_run_04,blind_25,1.1588888991291142,25.12003164910594,10.837740247975065,4.075770736213702,100.0,25.223579404889655,0.0,550.1493,0,226,0,2.6273544660235126,0.0,1.0,0.0,1.0,0,yes,
fixed_hybrid,,,blind_26,11592432456378200421,12285592182587332778,0.01931524830444225,0.4589830050897197,-5.682099593383386,0.000304847391919832,0.7121323274854309,-0.425832585424595,26,1.0671561056871228,hybrid,blind_26,1.095342562058266,25.233230248836804,13.369602955593445,2.549921131452914,100.0,24.92818996275802,0.0,81.23724999999999,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
adaptive_hybrid,,,blind_26,11592432456378200421,12285592182587332778,0.01931524830444225,0.4589830050897197,-5.682099593383386,0.000304847391919832,0.7121323274854309,-0.425832585424595,26,1.0671561056871228,adaptive_hybrid,blind_26,1.0536553540806115,25.78694792202899,10.699677998850754,2.5619309814870976,100.0,24.998788641913052,0.0,125.13149999999999,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
safe_adaptive_hybrid,,,blind_26,11592432456378200421,12285592182587332778,0.01931524830444225,0.4589830050897197,-5.682099593383386,0.000304847391919832,0.7121323274854309,-0.425832585424595,26,1.0671561056871228,safe_adaptive_hybrid,blind_26,1.0536893943934178,25.787045868927866,10.699706265843012,2.5619298868082905,100.0,24.998789887036327,0.0,195.6171,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_26,11592432456378200421,12285592182587332778,0.01931524830444225,0.4589830050897197,-5.682099593383386,0.000304847391919832,0.7121323274854309,-0.425832585424595,26,1.0671561056871228,torque_residual_run_00,blind_26,1.1879808133729648,26.019428166987126,8.356732471412029,2.5725058251859214,100.0,25.094086097072886,0.0,551.60495,0,226,0,2.839129196533674,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_26,11592432456378200421,12285592182587332778,0.01931524830444225,0.4589830050897197,-5.682099593383386,0.000304847391919832,0.7121323274854309,-0.425832585424595,26,1.0671561056871228,torque_residual_run_01,blind_26,1.1106746862329389,26.870785143664563,8.370981635586789,2.5746538722496215,100.0,25.061106449984663,0.0,553.2543000000001,0,226,0,2.5562672370428556,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_26,11592432456378200421,12285592182587332778,0.01931524830444225,0.4589830050897197,-5.682099593383386,0.000304847391919832,0.7121323274854309,-0.425832585424595,26,1.0671561056871228,torque_residual_run_02,blind_26,1.1362770726576394,26.23570884649452,8.325829674057507,2.572657083306814,100.0,25.111512183339116,0.0,553.2219,0,226,0,2.801927103950612,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_26,11592432456378200421,12285592182587332778,0.01931524830444225,0.4589830050897197,-5.682099593383386,0.000304847391919832,0.7121323274854309,-0.425832585424595,26,1.0671561056871228,torque_residual_run_03,blind_26,1.1463003981974709,27.117435974335127,8.847814413074143,2.5721563631931454,100.0,25.07908529321213,0.0,554.05045,0,226,0,2.4187816148965693,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_26,11592432456378200421,12285592182587332778,0.01931524830444225,0.4589830050897197,-5.682099593383386,0.000304847391919832,0.7121323274854309,-0.425832585424595,26,1.0671561056871228,torque_residual_run_04,blind_26,1.155819215021016,27.051325234641684,8.767701922133334,2.5749829516378404,100.0,25.098767661386347,0.0,553.3124,0,226,0,2.556917629037966,0.0,1.0,0.0,1.0,0,yes,
fixed_hybrid,,,blind_27,16523608553540347647,1571243207715084785,0.006477184538072409,0.6149653076229559,3.2275442109080537,0.00010926860803756853,0.5570235524171823,-0.1881401058850538,14,1.0027987547311146,hybrid,blind_27,1.2100077535963039,39.47316766659978,12.429084369078481,0.37592944822734925,100.0,23.978329358636124,0.0,80.89349999999999,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
adaptive_hybrid,,,blind_27,16523608553540347647,1571243207715084785,0.006477184538072409,0.6149653076229559,3.2275442109080537,0.00010926860803756853,0.5570235524171823,-0.1881401058850538,14,1.0027987547311146,adaptive_hybrid,blind_27,1.2159223772547976,39.66116336565649,10.30617620564172,0.38904501867821834,100.0,24.054377957086512,0.0,140.82705,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
safe_adaptive_hybrid,,,blind_27,16523608553540347647,1571243207715084785,0.006477184538072409,0.6149653076229559,3.2275442109080537,0.00010926860803756853,0.5570235524171823,-0.1881401058850538,14,1.0027987547311146,safe_adaptive_hybrid,blind_27,1.243825870075617,39.66817775732467,10.307421773496351,0.3889195339470791,100.0,24.051730652222634,0.0,201.50379999999998,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_27,16523608553540347647,1571243207715084785,0.006477184538072409,0.6149653076229559,3.2275442109080537,0.00010926860803756853,0.5570235524171823,-0.1881401058850538,14,1.0027987547311146,torque_residual_run_00,blind_27,1.3184240314105293,40.32314551671162,8.826859645429908,0.39296761653528095,100.0,24.086681320127305,0.0,559.9385,0,226,0,2.72360737242351,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_27,16523608553540347647,1571243207715084785,0.006477184538072409,0.6149653076229559,3.2275442109080537,0.00010926860803756853,0.5570235524171823,-0.1881401058850538,14,1.0027987547311146,torque_residual_run_01,blind_27,1.2537365382093348,39.2993164942859,8.879844709845093,0.39506197915860375,100.0,24.061227018535813,0.0,557.6967000000001,0,226,0,2.4358882062981215,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_27,16523608553540347647,1571243207715084785,0.006477184538072409,0.6149653076229559,3.2275442109080537,0.00010926860803756853,0.5570235524171823,-0.1881401058850538,14,1.0027987547311146,torque_residual_run_02,blind_27,1.3445696084094916,38.636558743905134,8.581763433184783,0.40384923157774244,100.0,24.090640321917153,0.0,556.9392499999999,0,226,0,2.6129262802624833,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_27,16523608553540347647,1571243207715084785,0.006477184538072409,0.6149653076229559,3.2275442109080537,0.00010926860803756853,0.5570235524171823,-0.1881401058850538,14,1.0027987547311146,torque_residual_run_03,blind_27,1.3098073539569652,39.92321252595538,9.192027576995368,0.3928795955762918,100.0,24.07568084997706,0.0,553.5618499999999,0,226,0,2.264038672619759,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_27,16523608553540347647,1571243207715084785,0.006477184538072409,0.6149653076229559,3.2275442109080537,0.00010926860803756853,0.5570235524171823,-0.1881401058850538,14,1.0027987547311146,torque_residual_run_04,blind_27,1.4071992026435016,39.798796409804304,9.177528575975927,0.39791579805063393,100.0,24.0737278101157,0.0,558.9353,0,226,0,2.4619805166175985,0.0,1.0,0.0,1.0,0,no,peak_force
fixed_hybrid,,,blind_28,1511493531571902563,8975517840189399331,0.007394540632739731,0.23699293439968577,-1.530581184793828,0.00029246321804420034,0.3560969560987073,-1.0621476952199205,24,0.9422804222108617,hybrid,blind_28,1.3331569564312082,49.27193420737216,7.3812020970503305,2.237071920472227,100.0,24.928718371749323,0.0,85.6852,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
adaptive_hybrid,,,blind_28,1511493531571902563,8975517840189399331,0.007394540632739731,0.23699293439968577,-1.530581184793828,0.00029246321804420034,0.3560969560987073,-1.0621476952199205,24,0.9422804222108617,adaptive_hybrid,blind_28,0.998936866034963,56.59426445588008,5.9339667204061595,2.223666436241898,100.0,24.856504094862142,0.0,126.43384999999999,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
safe_adaptive_hybrid,,,blind_28,1511493531571902563,8975517840189399331,0.007394540632739731,0.23699293439968577,-1.530581184793828,0.00029246321804420034,0.3560969560987073,-1.0621476952199205,24,0.9422804222108617,safe_adaptive_hybrid,blind_28,1.0613642251719535,56.59426445588008,5.961890944676159,2.223986012492745,100.0,24.864764387105485,0.0,204.0897,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_28,1511493531571902563,8975517840189399331,0.007394540632739731,0.23699293439968577,-1.530581184793828,0.00029246321804420034,0.3560969560987073,-1.0621476952199205,24,0.9422804222108617,torque_residual_run_00,blind_28,1.094087825200975,56.59426445588008,7.234287952292664,2.208799658446308,100.0,24.944401824428333,0.0,554.6592,0,226,0,2.771526508625629,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_28,1511493531571902563,8975517840189399331,0.007394540632739731,0.23699293439968577,-1.530581184793828,0.00029246321804420034,0.3560969560987073,-1.0621476952199205,24,0.9422804222108617,torque_residual_run_01,blind_28,1.0873072450729475,56.59426445588008,6.914982748327551,2.207984253521282,100.0,24.930786314149895,0.0,554.0662,0,226,0,2.342620322112284,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_28,1511493531571902563,8975517840189399331,0.007394540632739731,0.23699293439968577,-1.530581184793828,0.00029246321804420034,0.3560969560987073,-1.0621476952199205,24,0.9422804222108617,torque_residual_run_02,blind_28,1.1082642855759488,56.59426445588008,6.751197624783268,2.210665749874747,100.0,24.945336917961573,0.0,554.3484,0,226,0,2.4761593549567436,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_28,1511493531571902563,8975517840189399331,0.007394540632739731,0.23699293439968577,-1.530581184793828,0.00029246321804420034,0.3560969560987073,-1.0621476952199205,24,0.9422804222108617,torque_residual_run_03,blind_28,1.0943246299473088,56.59426445588008,6.934826075485613,2.212317472789307,100.0,24.922419342673564,0.0,557.74055,0,226,0,2.1845337002837897,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_28,1511493531571902563,8975517840189399331,0.007394540632739731,0.23699293439968577,-1.530581184793828,0.00029246321804420034,0.3560969560987073,-1.0621476952199205,24,0.9422804222108617,torque_residual_run_04,blind_28,1.1744520443468236,56.59426445588008,7.117231117278214,2.210373008525109,100.0,24.94025247005698,0.0,554.3206,0,226,0,2.345193257470055,0.0,1.0,0.0,1.0,0,no,peak_force
fixed_hybrid,,,blind_29,16426500393162398356,3048709568809743662,0.017036659828924456,0.45691436493953025,3.586424140487093,0.0007613707657605014,0.687663985328384,-1.4583084887598319,6,1.0614291250304513,hybrid,blind_29,1.8133685714506298,26.77981919510593,14.261090963911064,2.34549083555351,100.0,24.992086828332194,0.0,81.02005,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
adaptive_hybrid,,,blind_29,16426500393162398356,3048709568809743662,0.017036659828924456,0.45691436493953025,3.586424140487093,0.0007613707657605014,0.687663985328384,-1.4583084887598319,6,1.0614291250304513,adaptive_hybrid,blind_29,1.0139632396415845,25.819671452945343,11.089556913695581,2.376628554184986,100.0,24.969824701296243,0.0,126.74549999999999,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
safe_adaptive_hybrid,,,blind_29,16426500393162398356,3048709568809743662,0.017036659828924456,0.45691436493953025,3.586424140487093,0.0007613707657605014,0.687663985328384,-1.4583084887598319,6,1.0614291250304513,safe_adaptive_hybrid,blind_29,1.0141287204205303,25.819932677185015,11.089704897415304,2.376623005591366,100.0,24.969830658398177,0.0,201.7741,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_29,16426500393162398356,3048709568809743662,0.017036659828924456,0.45691436493953025,3.586424140487093,0.0007613707657605014,0.687663985328384,-1.4583084887598319,6,1.0614291250304513,torque_residual_run_00,blind_29,1.1299752031853805,26.474285794962608,8.824708733674427,2.3868261784464555,100.0,25.03291660973576,0.0,554.6625,0,226,0,2.8758683782465733,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_29,16426500393162398356,3048709568809743662,0.017036659828924456,0.45691436493953025,3.586424140487093,0.0007613707657605014,0.687663985328384,-1.4583084887598319,6,1.0614291250304513,torque_residual_run_01,blind_29,1.0762675214510697,26.126230492552963,8.902010248547251,2.388591996217966,100.0,25.02340948793475,0.0,558.30945,0,226,0,2.560706311081988,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_29,16426500393162398356,3048709568809743662,0.017036659828924456,0.45691436493953025,3.586424140487093,0.0007613707657605014,0.687663985328384,-1.4583084887598319,6,1.0614291250304513,torque_residual_run_02,blind_29,1.1263958912983532,26.55935042184017,8.801315891328224,2.3875921002788374,100.0,25.05031315854305,0.0,557.36815,0,226,0,2.805611246130322,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_29,16426500393162398356,3048709568809743662,0.017036659828924456,0.45691436493953025,3.586424140487093,0.0007613707657605014,0.687663985328384,-1.4583084887598319,6,1.0614291250304513,torque_residual_run_03,blind_29,1.119184313579661,26.57251186963361,9.308465991239306,2.386720084399824,100.0,25.024518901397037,0.0,555.7946,0,226,0,2.4288932802083973,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_29,16426500393162398356,3048709568809743662,0.017036659828924456,0.45691436493953025,3.586424140487093,0.0007613707657605014,0.687663985328384,-1.4583084887598319,6,1.0614291250304513,torque_residual_run_04,blind_29,1.0811214482802107,26.41472516080499,9.265319699327975,2.3892967522787694,100.0,25.024283842360713,0.0,555.3565,0,226,0,2.5547013623118855,0.0,1.0,0.0,1.0,0,yes,
fixed_hybrid,,,blind_30,15222772503400557143,8585769581436669654,0.02083003297400882,0.2736791026893758,-4.340724437076675,0.0007741282379567656,0.5730179410813265,-1.480425903734445,4,1.1253480224359775,hybrid,blind_30,1.82666674774875,24.53529529737432,18.971205021686643,4.315289745568434,100.0,25.037315456475014,0.0,82.72485,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,tangent_rmse
adaptive_hybrid,,,blind_30,15222772503400557143,8585769581436669654,0.02083003297400882,0.2736791026893758,-4.340724437076675,0.0007741282379567656,0.5730179410813265,-1.480425903734445,4,1.1253480224359775,adaptive_hybrid,blind_30,0.9033768503744296,23.65766510464825,14.50752739053234,4.354036554248538,100.0,25.077363153594472,0.0,125.10995,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
safe_adaptive_hybrid,,,blind_30,15222772503400557143,8585769581436669654,0.02083003297400882,0.2736791026893758,-4.340724437076675,0.0007741282379567656,0.5730179410813265,-1.480425903734445,4,1.1253480224359775,safe_adaptive_hybrid,blind_30,0.9033795205497911,23.65768663217559,14.50753001847328,4.354036465999072,100.0,25.077363170456756,0.0,198.16915,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_30,15222772503400557143,8585769581436669654,0.02083003297400882,0.2736791026893758,-4.340724437076675,0.0007741282379567656,0.5730179410813265,-1.480425903734445,4,1.1253480224359775,torque_residual_run_00,blind_30,1.189681215276429,23.907723217651476,11.740596474645455,4.365013038552373,100.0,25.206092700771364,0.0,560.6286,0,226,0,2.9400474661010416,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_30,15222772503400557143,8585769581436669654,0.02083003297400882,0.2736791026893758,-4.340724437076675,0.0007741282379567656,0.5730179410813265,-1.480425903734445,4,1.1253480224359775,torque_residual_run_01,blind_30,1.0175784434871458,23.84587305835481,11.727318335302092,4.369196131595765,100.0,25.170782722230012,0.0,554.05795,0,226,0,2.6615209042122725,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_30,15222772503400557143,8585769581436669654,0.02083003297400882,0.2736791026893758,-4.340724437076675,0.0007741282379567656,0.5730179410813265,-1.480425903734445,4,1.1253480224359775,torque_residual_run_02,blind_30,1.1716742008400793,23.90236890243195,11.75523356989451,4.364983437172512,100.0,25.229988930065915,0.0,559.37485,0,226,0,3.0053909741766143,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_30,15222772503400557143,8585769581436669654,0.02083003297400882,0.2736791026893758,-4.340724437076675,0.0007741282379567656,0.5730179410813265,-1.480425903734445,4,1.1253480224359775,torque_residual_run_03,blind_30,1.1244648605495644,24.126921513623884,12.218885069216576,4.364615287533435,100.0,25.195822255735713,0.0,556.02225,0,226,0,2.5563137725186804,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_30,15222772503400557143,8585769581436669654,0.02083003297400882,0.2736791026893758,-4.340724437076675,0.0007741282379567656,0.5730179410813265,-1.480425903734445,4,1.1253480224359775,torque_residual_run_04,blind_30,1.1048338259662878,24.029671459963502,12.120731602227265,4.366559238676842,100.0,25.18349014452537,0.0,558.27505,0,226,0,2.6452416095002644,0.0,1.0,0.0,1.0,0,yes,
fixed_hybrid,,,blind_31,15963951439796675841,14785856109203389861,0.0053910153454717205,0.8171710779354115,-5.306954233370455,0.0007274467670056496,0.4656429398947223,-0.2856236386215518,2,0.9511706481096368,hybrid,blind_31,1.4179890737856233,49.73772050047975,13.962178560758533,2.095106262828422,100.0,22.843666041232584,0.0,82.43475,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
adaptive_hybrid,,,blind_31,15963951439796675841,14785856109203389861,0.0053910153454717205,0.8171710779354115,-5.306954233370455,0.0007274467670056496,0.4656429398947223,-0.2856236386215518,2,0.9511706481096368,adaptive_hybrid,blind_31,1.3681949535887479,47.48351445730791,11.42646954588803,2.0777375271795515,100.0,22.9838874748278,0.0,134.3818,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
safe_adaptive_hybrid,,,blind_31,15963951439796675841,14785856109203389861,0.0053910153454717205,0.8171710779354115,-5.306954233370455,0.0007274467670056496,0.4656429398947223,-0.2856236386215518,2,0.9511706481096368,safe_adaptive_hybrid,blind_31,1.3595615591875756,47.26115615975274,11.449912104734867,2.0784723921607884,100.0,22.986352029169574,0.0,199.75375,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_31,15963951439796675841,14785856109203389861,0.0053910153454717205,0.8171710779354115,-5.306954233370455,0.0007274467670056496,0.4656429398947223,-0.2856236386215518,2,0.9511706481096368,torque_residual_run_00,blind_31,1.465115418197022,46.77793768647855,10.42415240421445,2.073423596274244,100.0,22.926174614808275,0.0,558.1026,0,226,0,2.6952895991835923,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_31,15963951439796675841,14785856109203389861,0.0053910153454717205,0.8171710779354115,-5.306954233370455,0.0007274467670056496,0.4656429398947223,-0.2856236386215518,2,0.9511706481096368,torque_residual_run_01,blind_31,1.5334075269492322,50.95214930309812,10.567361930483125,2.0720496876873233,100.0,22.92798949642758,0.0,555.85345,0,226,0,2.3551424485210157,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_31,15963951439796675841,14785856109203389861,0.0053910153454717205,0.8171710779354115,-5.306954233370455,0.0007274467670056496,0.4656429398947223,-0.2856236386215518,2,0.9511706481096368,torque_residual_run_02,blind_31,1.5425629345843344,48.38839999607152,10.049777193270652,2.075589214051571,100.0,22.93372601190293,0.0,555.9513,0,226,0,2.5402513342414403,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_31,15963951439796675841,14785856109203389861,0.0053910153454717205,0.8171710779354115,-5.306954233370455,0.0007274467670056496,0.4656429398947223,-0.2856236386215518,2,0.9511706481096368,torque_residual_run_03,blind_31,1.473182738367231,48.13681993300209,10.722222254105914,2.0735680644783314,100.0,22.928173343883714,0.0,552.4369,0,226,0,2.228146547188558,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_31,15963951439796675841,14785856109203389861,0.0053910153454717205,0.8171710779354115,-5.306954233370455,0.0007274467670056496,0.4656429398947223,-0.2856236386215518,2,0.9511706481096368,torque_residual_run_04,blind_31,1.5467154876681075,50.558561340551755,10.794035037110302,2.070912916335735,100.0,22.947805424514865,0.0,553.06465,0,226,0,2.4257492389030686,0.0,1.0,0.0,1.0,0,no,peak_force
fixed_hybrid,,,blind_32,9932953420175882799,1787605230633353366,0.018675644185816683,0.24215060959198786,-4.993291380797123,0.00043741031485288514,0.6534974956120232,0.24509195044832222,22,0.8834990372908647,hybrid,blind_32,1.4230607120964087,33.107482845965166,8.248731176870242,4.916228292807966,100.0,24.699244739087593,0.0,82.4633,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
adaptive_hybrid,,,blind_32,9932953420175882799,1787605230633353366,0.018675644185816683,0.24215060959198786,-4.993291380797123,0.00043741031485288514,0.6534974956120232,0.24509195044832222,22,0.8834990372908647,adaptive_hybrid,blind_32,1.6133864534347302,33.95053360807467,7.064926082589684,4.911241929103698,100.0,24.692499277434422,0.0,126.02445,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
safe_adaptive_hybrid,,,blind_32,9932953420175882799,1787605230633353366,0.018675644185816683,0.24215060959198786,-4.993291380797123,0.00043741031485288514,0.6534974956120232,0.24509195044832222,22,0.8834990372908647,safe_adaptive_hybrid,blind_32,1.6014758652653671,30.096799514984472,7.052744247316483,4.91046111638798,100.0,24.701344919295053,0.0,197.7202,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_32,9932953420175882799,1787605230633353366,0.018675644185816683,0.24215060959198786,-4.993291380797123,0.00043741031485288514,0.6534974956120232,0.24509195044832222,22,0.8834990372908647,torque_residual_run_00,blind_32,1.1992323761307389,30.096799514984472,9.794788988986513,4.899659761076702,100.0,24.820981435197393,0.0,554.8421,0,226,0,2.6789948027359536,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_32,9932953420175882799,1787605230633353366,0.018675644185816683,0.24215060959198786,-4.993291380797123,0.00043741031485288514,0.6534974956120232,0.24509195044832222,22,0.8834990372908647,torque_residual_run_01,blind_32,1.2540685361886135,30.096799514984472,9.302089266972525,4.898452147781033,100.0,24.79796869082671,0.0,552.4492,0,226,0,2.1927513118948627,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_32,9932953420175882799,1787605230633353366,0.018675644185816683,0.24215060959198786,-4.993291380797123,0.00043741031485288514,0.6534974956120232,0.24509195044832222,22,0.8834990372908647,torque_residual_run_02,blind_32,1.3336916656941555,30.096799514984472,9.193824813041706,4.8982093487877645,100.0,24.79000313112858,0.0,556.8217500000001,0,226,0,2.2118884971042343,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_32,9932953420175882799,1787605230633353366,0.018675644185816683,0.24215060959198786,-4.993291380797123,0.00043741031485288514,0.6534974956120232,0.24509195044832222,22,0.8834990372908647,torque_residual_run_03,blind_32,1.2725811881831035,30.096799514984472,9.133214761123915,4.901790624705454,100.0,24.78399969342233,0.0,553.03085,0,226,0,2.0147398752626566,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_32,9932953420175882799,1787605230633353366,0.018675644185816683,0.24215060959198786,-4.993291380797123,0.00043741031485288514,0.6534974956120232,0.24509195044832222,22,0.8834990372908647,torque_residual_run_04,blind_32,1.2602268297141213,30.096799514984472,9.373468555601324,4.900239616903876,100.0,24.79430413674975,0.0,554.38455,0,226,0,2.2208336604038963,0.0,1.0,0.0,1.0,0,yes,
