trace,index,wrench_max_abs_error,torque_max_abs_error,equivalent_mu,update_ready,projection_status,projection_scale
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3686,0.0,2.220446049250313e-16,0.32667776333058307,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3687,2.7755575615628914e-17,4.440892098500626e-16,0.3266268193403913,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3688,5.551115123125783e-16,6.661338147750939e-16,0.32654641472128054,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3689,2.7755575615628914e-17,4.440892098500626e-16,0.3264841476176669,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3690,0.0,4.440892098500626e-16,0.32645341939053424,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3691,0.0,0.0,0.3264416874092701,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3692,6.938893903907228e-18,2.220446049250313e-16,0.32637596340862796,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3693,0.0,8.881784197001252e-16,0.3262917512732784,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3694,5.551115123125783e-16,5.551115123125783e-16,0.3262167413150172,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3695,1.1102230246251565e-15,1.1102230246251565e-15,0.32615526704840164,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3696,0.0,0.0,0.3260831233756627,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3697,2.7755575615628914e-17,4.440892098500626e-16,0.32607712141627515,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3698,1.1102230246251565e-15,3.552713678800501e-15,0.3260500816291564,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3699,0.0,4.440892098500626e-16,0.3260221004834786,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3700,0.0,4.440892098500626e-16,0.32598513738817336,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3701,2.7755575615628914e-17,2.220446049250313e-16,0.3259042492087811,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3702,2.7755575615628914e-17,4.440892098500626e-16,0.3258558044527856,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3703,0.0,2.220446049250313e-16,0.32579421977421036,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3704,0.0,0.0,0.32572783844267855,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3705,1.1102230246251565e-15,1.5543122344752192e-15,0.32568964690288854,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3706,1.1102230246251565e-15,1.1102230246251565e-15,0.32561998096523176,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3707,0.0,0.0,0.32555120210868543,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3708,2.7755575615628914e-17,4.440892098500626e-16,0.3254331635474088,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3709,1.1102230246251565e-15,1.1102230246251565e-15,0.32535812651944085,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3710,2.7755575615628914e-17,8.881784197001252e-16,0.32526835989312264,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3711,0.0,2.220446049250313e-16,0.3252279071817345,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3712,8.881784197001252e-16,4.440892098500626e-16,0.32517434898613956,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3713,0.0,0.0,0.3251174051917366,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3714,8.881784197001252e-16,4.440892098500626e-16,0.3250667497558943,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3715,1.1102230246251565e-15,1.1102230246251565e-15,0.32501357238855694,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3716,2.7755575615628914e-17,4.440892098500626e-16,0.3249719295384731,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3717,1.3877787807814457e-17,4.440892098500626e-16,0.32489936764489086,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3718,2.7755575615628914e-17,0.0,0.32486955654905003,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3719,1.1102230246251565e-15,3.552713678800501e-15,0.3248061565063452,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3720,1.1102230246251565e-15,1.1102230246251565e-15,0.32473882107721747,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3721,1.1102230246251565e-15,1.1102230246251565e-15,0.3247041221501568,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3722,0.0,0.0,0.32460173143685783,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3723,0.0,4.440892098500626e-16,0.32453724400537254,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3724,0.0,4.440892098500626e-16,0.3245085188634917,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3725,5.551115123125783e-16,5.551115123125783e-16,0.3244304318020988,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3726,0.0,2.220446049250313e-16,0.3243798546883078,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3727,1.1102230246251565e-15,1.1102230246251565e-15,0.3243440616908739,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3728,4.440892098500626e-16,2.220446049250313e-16,0.3242839269238372,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3729,2.220446049250313e-15,2.220446049250313e-15,0.3242430581871254,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3730,0.0,0.0,0.3242055011054293,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3731,2.7755575615628914e-17,0.0,0.32416786893756083,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3732,5.551115123125783e-16,5.551115123125783e-16,0.32414431052572285,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3733,1.1102230246251565e-15,1.1102230246251565e-15,0.3241122955152724,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3734,1.3877787807814457e-17,0.0,0.32410765239751327,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3735,2.7755575615628914e-17,2.220446049250313e-16,0.32411916805253294,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3736,0.0,0.0,0.3240560452758468,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3737,1.3877787807814457e-17,0.0,0.32402659610627305,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3738,0.0,0.0,0.3239873876567794,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3739,0.0,3.552713678800501e-15,0.32390983246687854,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3740,1.1102230246251565e-15,1.1102230246251565e-15,0.32385616098956976,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3741,0.0,4.440892098500626e-16,0.3238257844763721,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3742,0.0,4.440892098500626e-16,0.3238477403603557,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3743,0.0,0.0,0.3238136252415711,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3744,0.0,0.0,0.32383818883683035,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3745,1.1102230246251565e-15,1.1102230246251565e-15,0.32382447946120324,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3746,1.1102230246251565e-15,1.1102230246251565e-15,0.3238199326219819,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3747,2.7755575615628914e-17,3.552713678800501e-15,0.32377311102749273,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3748,1.1102230246251565e-15,1.1102230246251565e-15,0.32375412341999027,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3749,1.1102230246251565e-15,1.1102230246251565e-15,0.32370861084284663,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3750,0.0,0.0,0.32366175422437754,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3751,1.3877787807814457e-17,2.220446049250313e-16,0.323621885002988,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3752,0.0,4.440892098500626e-16,0.32359635695996775,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3753,2.7755575615628914e-17,2.220446049250313e-16,0.3236056967284176,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3754,4.440892098500626e-16,4.440892098500626e-16,0.3235891563578983,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3755,0.0,2.220446049250313e-16,0.3235609396414046,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3756,1.1102230246251565e-15,1.1102230246251565e-15,0.32358983394998686,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3757,0.0,0.0,0.32352942684017116,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3758,2.7755575615628914e-17,2.220446049250313e-16,0.3235119417320566,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3759,1.1102230246251565e-15,1.0824674490095276e-15,0.32347497322682095,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3760,0.0,4.440892098500626e-16,0.32345582565516684,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3761,1.1102230246251565e-15,1.1102230246251565e-15,0.3234129485459194,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3762,1.1102230246251565e-15,1.1102230246251565e-15,0.32339911330195487,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3763,2.7755575615628914e-17,2.220446049250313e-16,0.323378258442338,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3764,0.0,2.220446049250313e-16,0.3233191889802489,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3765,1.3877787807814457e-17,4.440892098500626e-16,0.3232890232549029,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3766,1.1102230246251565e-15,1.1102230246251565e-15,0.3232271370515277,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3767,1.1102230246251565e-15,1.1102230246251565e-15,0.3231627198159413,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3768,2.7755575615628914e-17,2.220446049250313e-16,0.32313417172201586,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3769,2.7755575615628914e-17,0.0,0.32311153577927104,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3770,1.1102230246251565e-15,1.1102230246251565e-15,0.32310709811377386,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3771,1.1102230246251565e-15,1.1102230246251565e-15,0.3230785650866022,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3772,0.0,0.0,0.32306096128679146,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3773,5.551115123125783e-16,6.661338147750939e-16,0.32298948394738114,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3774,1.1102230246251565e-15,1.1102230246251565e-15,0.3229053598484839,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3775,5.551115123125783e-16,5.551115123125783e-16,0.32289270124506986,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3776,1.1102230246251565e-15,1.1102230246251565e-15,0.32290330394316,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3777,0.0,0.0,0.3229130281226762,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3778,2.7755575615628914e-17,4.440892098500626e-16,0.32287462639646547,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3779,1.6653345369377348e-15,1.6653345369377348e-15,0.3228633309599759,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3780,0.0,0.0,0.3228502601976233,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3781,5.551115123125783e-16,7.771561172376096e-16,0.3228297481947896,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3782,0.0,2.220446049250313e-16,0.3228212736051771,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3783,0.0,4.440892098500626e-16,0.3227889203582012,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3784,1.3877787807814457e-17,4.440892098500626e-16,0.3227358295715171,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3785,0.0,0.0,0.3227084583049386,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3786,0.0,4.440892098500626e-16,0.32269895833565104,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3787,5.551115123125783e-16,5.551115123125783e-16,0.32268228890959016,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3788,5.551115123125783e-16,8.881784197001252e-16,0.32265201022349077,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3789,5.551115123125783e-16,5.551115123125783e-16,0.3226456485587739,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3790,2.7755575615628914e-17,0.0,0.3226326106626915,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3791,4.440892098500626e-16,2.220446049250313e-16,0.3226147057563452,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3792,2.7755575615628914e-17,2.220446049250313e-16,0.32259188469547445,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3793,5.551115123125783e-16,5.551115123125783e-16,0.32255199393238715,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3794,2.7755575615628914e-17,0.0,0.3225213878965749,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3795,0.0,4.440892098500626e-16,0.3224484558980337,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3796,2.7755575615628914e-17,0.0,0.322429170247803,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3797,5.551115123125783e-16,5.551115123125783e-16,0.32241237202208534,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3798,5.551115123125783e-16,5.551115123125783e-16,0.3223716725315584,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3799,0.0,4.440892098500626e-16,0.3224107321223416,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3800,0.0,2.220446049250313e-16,0.3223681909894018,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3801,1.1102230246251565e-15,1.1102230246251565e-15,0.3223735490176843,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3802,0.0,0.0,0.3223833781228768,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3803,5.551115123125783e-16,5.551115123125783e-16,0.32236301579801224,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3804,1.3877787807814457e-17,2.220446049250313e-16,0.322369271692232,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3805,0.0,0.0,0.32236254609840087,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3806,1.1102230246251565e-15,1.1102230246251565e-15,0.3223639624870133,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3807,1.1102230246251565e-15,1.1102230246251565e-15,0.32239184919798525,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3808,1.3877787807814457e-17,0.0,0.3224028741210179,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3809,0.0,0.0,0.3224442244328245,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3810,1.1102230246251565e-15,3.552713678800501e-15,0.32243271931755724,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3811,0.0,0.0,0.3223995392532175,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3812,2.7755575615628914e-17,4.440892098500626e-16,0.3224358308997429,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3813,0.0,0.0,0.3224133041615769,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3814,5.551115123125783e-16,5.551115123125783e-16,0.3224100926492388,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3815,0.0,4.440892098500626e-16,0.32241449681184453,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3816,2.7755575615628914e-17,4.440892098500626e-16,0.32240427903579644,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3817,1.1102230246251565e-15,1.1102230246251565e-15,0.3223832742190785,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3818,1.1102230246251565e-15,1.1102230246251565e-15,0.3223571212955495,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3819,1.3877787807814457e-17,4.440892098500626e-16,0.32232565405545566,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3820,0.0,0.0,0.32233086301697456,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3821,5.551115123125783e-16,5.551115123125783e-16,0.322320783283087,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,3822,1.1102230246251565e-15,1.1102230246251565e-15,0.32233689464556253,True,unchanged,1.0
