scale,method,case_index,scenario,simulation_seed,wall_yaw_deg,wall_time_constant_s,tool_mass_kg,duration_s,has_raw_contact,force_rmse_n,peak_force_n,tangent_rmse_mm,contact_ratio_pct,saturation_pct,orientation_rmse_deg,measurement_rmse_n,seconds_over_35_n,first_raw_contact_time_s,max_penetration_mm,evaluation_median_penetration_mm,projection_pct,max_compensation_force_n,tangent_velocity_error_rms_m_s,minimum_torque_headroom_nm,minimum_reserved_torque_headroom_nm,frozen_metric_max_abs_error,failed_gates,all_gates_pass
1.0,online,5,surface_dev_05,29,-15.0,0.012,0.1,4.5,True,0.20815879772652443,12.609429748505596,1.3790949734616986,100.0,0.0,0.5704587220251132,0.20560616380886404,0.0,0.546,0.8507582365731882,0.7097641982148142,0.0,5.984360716642944,0.004274327985282121,6.170935447353079,4.97093544735308,0.0,,yes
1.0,baseline,6,surface_dev_06,11,-15.0,0.012,0.13,4.5,True,0.20258380534104312,12.63314377380475,11.836724473723915,100.0,0.0,0.5327276525351355,0.2038927315891159,0.0,0.544,0.8492537704862836,0.7176037084693412,0.0,0.0,0.017948286111128947,6.181625358464432,4.9816253584644326,0.0,,yes
1.0,integral,6,surface_dev_06,11,-15.0,0.012,0.13,4.5,True,0.23625378875545314,12.631748427136072,8.098784985753014,100.0,0.0,0.6532765393719618,0.2042226078531297,0.0,0.544,0.8492396149747151,0.6930473446635048,0.0,5.271010056218588,0.016818362193433262,6.153089489084463,4.953089489084464,0.0,,yes
1.0,friction,6,surface_dev_06,11,-15.0,0.012,0.13,4.5,True,0.21244308970302012,12.633143773804454,1.8965284995826177,100.0,0.0,0.5573282195971642,0.20150836263315663,0.0,0.544,0.8492537704864294,0.7091122111327846,0.0,5.555835437714571,0.003727372187395339,6.121023854328948,4.921023854328949,0.0,,yes
1.0,online,6,surface_dev_06,11,-15.0,0.012,0.13,4.5,True,0.21829399152345022,12.633143773804454,1.3905309504106815,100.0,0.0,0.5703122362294859,0.20073319740867285,0.0,0.544,0.8492537704864294,0.7077082774868838,0.0,5.984360762996737,0.0042665940974670235,6.102902759023825,4.902902759023826,0.0,,yes
1.0,baseline,7,surface_dev_07,29,-15.0,0.012,0.13,4.5,True,0.19127370516293615,12.610598257024302,11.83241264897406,100.0,0.0,0.5329185066541505,0.20881462807842757,0.0,0.546,0.8490392960182891,0.7189091329300249,0.0,0.0,0.017983968182241156,6.183392877010286,4.983392877010287,0.0,,yes
1.0,integral,7,surface_dev_07,29,-15.0,0.012,0.13,4.5,True,0.22871512418718828,12.60905086500153,8.096289614665185,100.0,0.0,0.6534290465752436,0.20914615184239851,0.0,0.546,0.8490242517118045,0.6928519170248809,0.0,5.258628751778007,0.016896199281925955,6.16535427786827,4.965354277868271,0.0,,yes
1.0,friction,7,surface_dev_07,29,-15.0,0.012,0.13,4.5,True,0.20274744886615237,12.610598257013178,1.8852778837180189,100.0,0.0,0.557531032668114,0.20639620585976842,0.0,0.546,0.8490392960182682,0.7104225585413629,0.0,5.546138571318563,0.003790681890119381,6.112913034279954,4.9129130342799545,0.0,,yes
1.0,online,7,surface_dev_07,29,-15.0,0.012,0.13,4.5,True,0.20919250710513176,12.610598257013178,1.3856502478447041,100.0,0.0,0.570540565691371,0.2055852322325357,0.0,0.546,0.8490392960182682,0.7075843498366464,0.0,5.984360716642944,0.004300016768223126,6.126649951274542,4.926649951274543,0.0,,yes
1.0,baseline,8,surface_dev_08,11,0.0,0.005,0.1,4.5,True,0.16170201121178762,12.636585788580819,11.753903808698784,100.0,0.0,0.4253331943743285,0.20978947361642725,0.0,0.5740000000000001,0.7897611603013623,0.6670746607498681,0.0,0.0,0.017916212245592835,6.228813320417828,5.028813320417829,0.0,,yes
