surface_yaw_deg,scale,case,arm,simulation_seed,phase,sample_count,force_rmse_n,peak_force_n,contact_ratio_pct,tangent_rmse_mm,tangent_velocity_error_rms_m_s,orientation_rmse_deg,saturation_pct,projection_pct,minimum_torque_headroom_nm,minimum_reserved_torque_headroom_nm,paired_baseline_force_rmse_increase_n,paired_baseline_orientation_rmse_increase_deg,paired_friction_force_rmse_increase_n,paired_friction_orientation_rmse_increase_deg,failed_gates,all_gates_pass,supplemental_failures,all_checks_pass
-15,1,stop_hold_reverse,online,11,forward,1500,0.2155270171262941,12.42853616578195,100.0,1.3691854242791603,0.004222703798262101,0.5696777495200783,0.0,0.0,6.2378821508053335,5.037882150805334,0.016433872178657494,0.03752860370861022,0.005886507043564859,0.012910986445801242,,yes,,yes
-15,1,stop_hold_reverse,online,11,stopping,500,0.2058563594120015,12.268121027704753,100.0,1.145987442588806,0.0024551156628910193,0.25271636904771905,0.0,0.0,5.778991215704666,4.578991215704667,0.029337328738954283,0.038600707849239885,0.0006788266691755696,0.006825292402245553,,yes,,yes
-15,1,stop_hold_reverse,online,11,hold,750,0.07007046720985267,12.27769822510119,100.0,0.7304008560726305,0.0004920458874849385,0.18539028437974966,0.0,0.0,6.487601000137726,5.287601000137727,0.016377171222260664,-0.10247837752359892,0.0031360273639232106,0.00045192757634524017,,yes,,yes
-15,1,stop_hold_reverse,online,11,reverse_ramp,500,0.07517396882113475,12.149933323848677,100.0,1.0498299055588136,0.0026739758968006336,0.20166432953792843,0.0,0.0,6.56442264478369,5.364422644783691,-0.043645893648583844,0.004826058411094264,-0.007686334800079714,0.012987265130963349,,yes,,yes
-15,1,stop_hold_reverse,online,11,reverse,2000,0.08027772120164886,12.180826761445676,100.0,0.8618601471104747,0.001370557129759448,0.32064416513007366,0.0,0.0,5.760474712932158,4.560474712932159,0.00320326232940292,0.031178458405932585,0.001000127679553528,0.005742996784471044,,yes,,yes
-15,1,modest_combined,baseline,11,pre_change,1250,0.2896168044752569,12.493563778832065,100.0,8.811952234825577,0.013723417555223206,0.6226698938908359,0.0,0.0,6.364187328879601,5.164187328879602,0.0,0.0,-0.014408034937145375,-0.0454075000539943,,yes,,yes
-15,1,modest_combined,baseline,11,combined_transition,2000,0.4419892993143237,12.321172651321174,100.0,7.617304473425793,0.012445046512484287,0.27437846302935354,0.0,0.0,5.997878762152695,4.7978787621526955,0.0,0.0,-0.036175666042325805,0.04197490946200377,,yes,,yes
-15,1,modest_combined,baseline,11,combined_post,2000,0.7741556772421748,11.817749439401101,100.0,13.98006060251651,0.016818674611110623,0.26133851087279025,0.0,0.0,5.68308059118749,4.483080591187491,0.0,0.0,0.01973034273894736,-0.017658487331863815,,yes,,yes
-15,1,modest_combined,friction,11,pre_change,1250,0.30402483941240227,12.50386275967905,100.0,3.000449892734623,0.0038106523322984386,0.6680773939448302,0.0,0.0,6.436850584447418,5.236850584447419,0.014408034937145375,0.0454075000539943,0.0,0.0,,yes,,yes
-15,1,modest_combined,friction,11,combined_transition,2000,0.4781649653566495,12.327467257583258,100.0,1.750084039674383,0.0035509502475383824,0.23240355356734976,0.0,0.0,5.860023307416942,4.660023307416942,0.036175666042325805,-0.04197490946200377,0.0,0.0,,yes,,yes
