case,simulation_seed,arm,phase,sample_count,force_rmse_n,peak_force_n,contact_ratio_pct,tangent_rmse_mm,tangent_velocity_error_rms_m_s,orientation_rmse_deg,saturation_pct,paired_baseline_force_rmse_increase_n,paired_baseline_orientation_rmse_increase_deg,paired_friction_force_rmse_increase_n,paired_friction_orientation_rmse_increase_deg,failed_gates,all_gates_pass
friction_step_down,11,online,pre_step,2250,0.16037137664915704,12.609620655211177,100.0,5.497982921072556,0.008690611292531427,0.3356754349141253,0.0,0.0018151470274966053,0.023934836311355345,0.0012998165771205827,0.006021335145027229,,yes
friction_step_down,11,online,post_step,3000,0.15845738202780646,14.268757732198477,100.0,1.7205673778543251,0.008722406108226131,0.43001056014795197,0.0,-0.01320929071465693,0.0198344195431161,-0.006519921577307325,-0.01754856496630436,,yes
friction_step_down,29,baseline,pre_step,2250,0.14933484360759056,12.58515513317033,100.0,15.525713320357333,0.022616088248366327,0.3115873213442336,0.0,0.0,0.0,-0.0007291038967245367,-0.017975329225257686,,yes
friction_step_down,29,baseline,post_step,3000,0.17148535442883747,14.462511809794375,100.0,7.632817212185842,0.012776313041010746,0.4104004535686808,0.0,0.0,0.0,0.006911652416257991,-0.03742839455904079,,yes
friction_step_down,29,integral,pre_step,2250,0.16080168119387162,12.656102273900007,100.0,10.176631919269978,0.01901956926600831,0.3985748530862577,0.0,0.011466837586281059,0.08698753174202406,0.010737733689556522,0.06901220251676637,,yes
friction_step_down,29,integral,post_step,3000,0.17101202708728,14.495512400142333,100.0,5.6597155833941475,0.012415552498957535,0.4766106671611354,0.0,-0.00047332734155747236,0.0662102135924546,0.006438325074700518,0.028781819033413814,,yes
friction_step_down,29,friction,pre_step,2250,0.1500639475043151,12.554624486266821,100.0,6.53880677758295,0.010075257161343507,0.3295626505694913,0.0,0.0007291038967245367,0.017975329225257686,0.0,0.0,,yes
friction_step_down,29,friction,post_step,3000,0.16457370201257948,14.380337518751345,100.0,3.960752753025208,0.00983906143142788,0.4478288481277216,0.0,-0.006911652416257991,0.03742839455904079,0.0,0.0,,yes
friction_step_down,29,online,pre_step,2250,0.15180151744952308,12.568099478370858,100.0,5.477374195028472,0.008707939030749672,0.33563097321896995,0.0,0.0024666738419325263,0.024043651874736338,0.0017375699452079896,0.006068322649478652,,yes
friction_step_down,29,online,post_step,3000,0.15773904157599786,14.251045910426502,100.0,1.7227619273077985,0.008712705169120255,0.43018694048773437,0.0,-0.013746312852839615,0.019786486919053548,-0.006834660436581624,-0.017641907639987242,,yes
friction_ramp_up,11,baseline,pre_ramp,1250,0.1948284330481832,12.561014019466914,100.0,7.758957186656988,0.01250584675013329,0.5129156447939904,0.0,0.0,0.0,0.03319317075236572,-0.027404646723412474,,yes
friction_ramp_up,11,baseline,ramp,2000,0.06501464466837664,12.175590041548286,100.0,11.656146854896004,0.014365130135013318,0.29151430999567934,0.0,0.0,0.0,-0.0005575555696313156,-0.03594644267551245,,yes
friction_ramp_up,11,baseline,post_ramp,2000,0.08037954882306667,12.209227110700136,100.0,15.641085815982937,0.0199825653884018,0.25613270770412744,0.0,0.0,0.0,-0.0026360213504551533,-0.015192940111425135,,yes
friction_ramp_up,11,integral,pre_ramp,1250,0.20109201096729665,12.593103702175455,100.0,5.338115725332809,0.012308548716575536,0.5794454423929033,0.0,0.006263577919113444,0.06652979759891287,0.039456748671479164,0.03912515087550039,,yes
friction_ramp_up,11,integral,ramp,2000,0.06616273598221256,12.172441474887371,100.0,7.3228543767997545,0.009185918831657477,0.37031080298271757,0.0,0.0011480913138359194,0.07879649298703822,0.0005905357442046039,0.04285005031152578,,yes
